	DJIA	SP500	Nasdaq_100	DAX	FTSE_100	CAC_40	FTSE_MIB	IBEX_35	Nikkei	HangSengIndex	CSI 300	Merval	Bovespa	Inmex	S&P TSX_60	BIST_100	FTSE_JSE Africa	Kospi	ååÇÅ	êíë	Sensex	All Ordinaries	Straits Times	MSCI Russia	MSCI EMF
05.03.1991	2972,52	376,720001	262,179993	1546,609985	2420,1	1800			25913,48047	3600												1375	1484,7		
06.03.1991	2973,27	376,170013	263,149994	1584,150024	2459,9	1821			26382,99023	3647												1413,400024	1510,6		
07.03.1991	2963,37	375,910004	264,565002	1586,689941	2437,7	1832			26397,96094	3658												1411,5	1512,9		
08.03.1991	2955,2	374,950012	262,859985	1604,670044	2455	1828			26607,51953	3653												1415,199951	1506,2		
11.03.1991	2939,36	372,959991	255,179993	1575,689941	2459,1	1797			26669,36914	3669												1423,900024	1488,5		
12.03.1991	2922,52	370,029999	250,669998	1568,469971	2454,8	1795			26727,41992	3658												1429,400024	1477,6		
13.03.1991	2955,2	374,570007	257,070007	1558,75	2448,2	1781			26418,32031	3634												1432,199951	1485,2		
14.03.1991	2952,23	373,5	255,794998	1563,640015	2500,6	1816			26542,33008	3627												1435,900024	1484		
15.03.1991	2948,27	373,589996	254,630005	1572,209961	2494,2	1800			26843,09961	3722												1445,699951	1492,7		
18.03.1991	2929,95	372,109985	255,625	1558,22998	2490,6	1778			27146,91016	3724												1456,800049	1486,1		
19.03.1991	2867,82	366,589996	253,850006	1542,849976	2459	1741			27006,66016	3751												1456,5	1484,8		
20.03.1991	2872,03	367,920013	256,089996	1530,689941	2441,2	1752			26449,34961	3683												1429,300049	1459,7		
21.03.1991	2855,45	366,579987	252,970001	1527,540039	2474,8	1771			26449,34961	3661												1424,599976	1463,9		
22.03.1991	2858,91	367,480011	252,270004	1507,640015	2440,5	1772			26613,18945	3716												1427,5	1477,4		
25.03.1991	2865,84	369,829987	255,774994	1508,810059	2431,9	1773			26645,78906	3720												1425,599976	1479,1		
26.03.1991	2914,85	376,299988	264,670013	1499,26001	2437,1	1775			26339,38086	3683												1437,199951	1465,9		
27.03.1991	2917,57	375,350006	266,554993	1514,859985	2464,6	1797			26104,65039	3691												1437,099976	1472,5		
28.03.1991	2913,86	375,220001	264,904999	1515,319946	2456,5	1816			26206,91992	3745												1444,099976	1490,8		
29.03.1991	2913,86	375,220001	264,904999	1515,319946	2456,5	1816			26292,03906	3745												1444,099976	1490,8		
01.04.1991	2881,19	371,299988	264,595001	1515,319946	2456,5	1816			26007,40039	3745												1444,099976	1490,8		
02.04.1991	2945,05	379,5	273,850006	1541,839966	2488,3	1827			26252	3789												1434,800049	1480,5		
03.04.1991	2926,73	378,940002	275,149994	1572,439941	2519,1	1852			26780,06055	3869												1457	1488		
04.04.1991	2924,5	379,769989	277,285004	1568,400024	2524,5	1836			26689,81055	3849												1459,800049	1498,7		
05.04.1991	2896,78	375,359985	275,440002	1576,170044	2545,3	1852			26767,33008	3849												1456,5	1502,4		
08.04.1991	2918,56	378,660004	275,654999	1576,369995	2529,9	1847			26607,65039	3812												1444,599976	1492,2		
09.04.1991	2873,02	373,559998	272,934998	1588,449951	2527,2	1846			26317,39063	3757												1449,099976	1469,4		
10.04.1991	2874,5	373,149994	271,065002	1560,530029	2518,8	1817			26268,85938	3777												1442	1460,2		
11.04.1991	2905,45	377,630005	278,450012	1566,52002	2531,6	1825			26425,18945	3703												1454,300049	1471		
12.04.1991	2920,79	380,399994	279,204987	1577,650024	2526,1	1821			26582,5	3742												1455,800049	1481,7		
15.04.1991	2933,17	381,190002	278,290009	1600,5	2542,8	1822			26695,5293	3714												1462,699951	1485,9		
16.04.1991	2986,88	387,619995	282,029999	1602,5	2519,5	1803			26813,30078	3717												1471,699951	1485,9		
17.04.1991	3004,46	390,450012	283,38501	1616,920044	2545	1829			26980,36914	3687												1490,599976	1513,5		
18.04.1991	2999,26	388,459991	277,779999	1614,160034	2538,4	1816			26798,90039	3699												1513,099976	1525,9		
19.04.1991	2965,59	384,200012	274,005005	1599,829956	2520,1	1791			26541,9707	3667												1520,400024	1530,1		
22.04.1991	2927,72	380,950012	271,325012	1577,050049	2490,8	1767			26237,00977	3582												1512,900024	1532,1		
23.04.1991	2930,45	381,76001	272,144989	1593,619995	2503,8	1782			26491,57031	3569												1510,5	1526,1		
24.04.1991	2949,5	382,76001	274,535004	1599,410034	2488,6	1782			26330,21094	3605												1518,5	1536,7		
25.04.1991	2921,04	379,25	271,964996	1625,869995	2482,1	1777			26038,85938	3594												1518,5	1553,9		
26.04.1991	2912,38	379,019989	271,299988	1620,52002	2471,3	1774			26123,67969	3625												1537,800049	1558,4		
29.04.1991	2876,98	373,660004	266,144989	1633,849976	2498,2	1797			26123,67969	3624												1558,300049	1558,6		
30.04.1991	2887,87	375,339996	263,654999	1606,869995	2486,2	1779			26111,25	3588												1534,199951	1553,9		
01.05.1991	2930,2	380,290009	264,220001	1606,869995	2508,4	1779			26489	3631												1532,400024	1553,9		
02.05.1991	2938,61	380,519989	266,515015	1631,160034	2530,7	1824			26477,85938	3726												1519,900024	1557,2		
03.05.1991	2938,86	380,799988	267,109985	1633,130005	2522,7	1832			26477,85938	3737												1517,800049	1546		
06.05.1991	2941,64	380,079987	267,329987	1625,859985	2522,7	1828			26477,85938	3704												1522,400024	1518,8		
07.05.1991	2917,49	377,320007	266,244995	1628,98999	2540,5	1830			26342,14063	3741												1537,800049	1525		
08.05.1991	2930,9	378,51001	267,165009	1608,77002	2523,4	1830			26309,78906	3747												1545,699951	1523,2		
09.05.1991	2971,15	383,25	271,23999	1608,77002	2541,8	1830			26438,5	3744												1546,300049	1525,7		
10.05.1991	2920,17	375,73999	268,709991	1620,390015	2524,3	1850,300049			26274,28906	3750												1548,300049	1532,3		
13.05.1991	2924,42	376,76001	268,98999	1607,280029	2486,6	1834,5			26093,19922	3767												1523,099976	1517,4		
14.05.1991	2886,85	371,619995	266,089996	1598,069946	2463,7	1805,599976			26030,08008	3785												1518,900024	1525,2		
15.05.1991	2865,38	368,570007	258,109985	1587,77002	2459,4	1802,599976			25822,4707	3789												1519,199951	1513,4		
16.05.1991	2894,01	372,190002	260,695007	1592,319946	2471,9	1826,300049			25520,26953	3859												1540,300049	1503,1		
17.05.1991	2886,63	372,390015	260,464996	1602,589966	2453,9	1827			25701,93945	3882												1531,699951	1513,8		
20.05.1991	2892,22	372,279999	258,619995	1602,589966	2466,6	1827			25523,0293	3917												1531,599976	1522,2		
21.05.1991	2906,08	375,350006	261,255005	1612,47998	2482,7	1833,099976			25481,21094	3829												1536,099976	1518		
22.05.1991	2910,33	376,190002	265,690002	1640,72998	2465,9	1831,099976			25398,66016	3826												1541,400024	1525		
23.05.1991	2900,04	374,959991	267,174988	1641,209961	2482,8	1813,699951			25643,65039	3778												1532	1532,4		
24.05.1991	2913,91	377,48999	269,505005	1662,290039	2471,1	1804,800049			25529,14063	3703												1536,800049	1547,6		
27.05.1991	2913,91	377,48999	269,505005	1677,339966	2471,1	1801,5			25425,88086	3575												1535,099976	1541,5		
28.05.1991	2958,86	381,940002	273,375	1675,280029	2479,7	1794,099976			25390,66992	3594												1518,199951	1541,5		
29.05.1991	2969,59	382,790009	274,359985	1686,420044	2492,9	1825,199951			25495,41016	3625												1504,400024	1549,6		
30.05.1991	3000,45	386,959991	277,23999	1686,420044	2491,2	1837,099976			25647,40039	3679												1500,5	1546,3		
31.05.1991	3027,5	389,829987	279	1707,959961	2499,5	1861,800049			25789,61914	3707												1510	1554,2		
03.06.1991	3035,33	388,059998	280,934998	1704,189941	2515,8	1865,699951			25912,60938	3688												1523,900024	1565,6		
04.06.1991	3027,95	387,73999	281,130005	1689,300049	2506	1851,300049			25556,85938	3667												1509,199951	1557,8		
05.06.1991	3005,37	385,089996	277,36499	1705,73999	2521,5	1862,900024			25289,57031	3690												1501,900024	1558,1		
06.06.1991	2994,86	383,630005	274,209991	1708,699951	2525,3	1863,900024			24984,11914	3678												1495,300049	1552,5		
07.06.1991	2976,74	379,429993	270,570007	1708,359985	2506,3	1852,5			25035,10938	3637												1478	1550,2		
10.06.1991	2975,4	378,570007	268,375	1698,079956	2511,9	1846,300049			24598,38086	3621												1478	1529,6		
11.06.1991	2985,91	381,049988	269,255005	1713,300049	2542,6	1874,800049			24662,58984	3631												1486	1538,3		
12.06.1991	2961,99	376,649994	265,290009	1699,280029	2520,2	1846,900024			24482,68945	3627												1500	1538,3		
13.06.1991	2965,12	377,630005	264,790009	1688,849976	2514,6	1847,199951			24808,16992	3632												1493,300049	1536,7		
14.06.1991	3000,45	382,290009	267,799988	1702,880005	2522,3	1858,199951			25093,89063	3639												1506,800049	1527,5		
17.06.1991	2993,96	380,130005	267,570007	1714,219971	2524	1844,900024			24943,08984	3639												1523,300049	1534,1		
18.06.1991	2986,81	378,589996	265,480011	1694	2516	1830,599976			24685,4707	3639												1523,099976	1523,3		
19.06.1991	2955,5	375,089996	260,269989	1687,699951	2484,7	1798,199951			23996,75	3626												1519	1514,2		
20.06.1991	2953,94	375,420013	260,559998	1689,719971	2479,9	1793,699951			24082,25977	3593												1503,400024	1502,5		
21.06.1991	2965,56	377,75	260,279999	1706,76001	2487,5	1806,599976			24275,08008	3565												1512,099976	1499,1		
24.06.1991	2913,01	370,940002	250,884995	1690,680054	2458,3	1775,599976			23765,46094	3569												1503,199951	1499,1		
25.06.1991	2910,11	370,649994	250,994995	1691,469971	2461,2	1775,5			23907,41992	3604												1499,800049	1491,9		
26.06.1991	2913,01	371,589996	252,449997	1677,579956	2437,3	1760,5			23766,38086	3634												1506,900024	1502,6		
27.06.1991	2934,93	374,399994	255,255005	1668,609985	2452,5	1768			23543,0293	3629												1500,800049	1494,1		
28.06.1991	2906,75	371,160004	254,195007	1623,72998	2414,8	1747,599976			23290,96094	3668												1506,199951	1489,9		
01.07.1991	2958,41	377,920013	259,119995	1628,75	2443,6	1772,800049			24108,75977	3738												1522	1498,3		
02.07.1991	2972,72	377,470001	256,089996	1613,630005	2460,2	1750,5			23995,75977	3772												1543,199951	1511,7		
03.07.1991	2934,7	373,329987	252,425003	1606,51001	2448,2	1718			23373,4707	3796												1528,699951	1470,1		
04.07.1991	2934,7	373,329987	252,425003	1621,040039	2470,4	1708,099976			23135,60938	3850												1523,900024	1470,1		
05.07.1991	2932,47	374,079987	251,975006	1618,160034	2484,7	1723,099976			22898,33984	3892												1536,099976	1476,7		
08.07.1991	2961,99	377,940002	258,929993	1610,609985	2466,8	1714,300049			22176,16992	3880												1525,699951	1453,7		
09.07.1991	2947,23	376,109985	260,679993	1630,75	2487,9	1734,5			22608,96094	3904												1538,800049	1463,9		
10.07.1991	2944,77	375,73999	263,325012	1640,170044	2508,4	1757,400024			23121,30078	3901												1542,800049	1476,2		
11.07.1991	2959,75	376,970001	263,839996	1635,469971	2510,5	1754			22937,91992	3892												1534,199951	1471,5		
12.07.1991	2980,77	380,25	267,440002	1645,890015	2497,4	1754,300049			23137,7793	3915												1531,900024	1468,8		
15.07.1991	2990,61	382,390015	268,899994	1647,839966	2497,4	1759,800049			23459,03906	3945												1539,199951	1463,8		
16.07.1991	2983,9	381,540009	264,475006	1638,349976	2556,8	1755,5			23375,15039	3997												1541,199951	1465,4		
17.07.1991	2978,76	381,179993	263,380005	1629,930054	2561	1758,099976			23060,69922	3962												1542,199951	1455		
18.07.1991	3016,32	385,369995	266,234985	1621,48999	2547,3	1757,5			22908,71094	3976												1540,699951	1447,4		
19.07.1991	3016,32	384,220001	266,924988	1624,73999	2541,5	1763,5			22866,35938	4009												1550,5	1455,9		
22.07.1991	3012,97	382,880005	264,339996	1627,630005	2558,5	1762,800049			22705,28906	3988												1570,300049	1491,4		
23.07.1991	2983,23	379,420013	259,320007	1631,98999	2587,9	1768,900024			22758,98047	4009												1570,599976	1499,1		
24.07.1991	2966,23	378,640015	257,855011	1621,180054	2580,5	1778,099976			23297,4707	4028												1572,599976	1501,3		
25.07.1991	2980,1	380,959991	261,200012	1613,420044	2579,6	1780,099976			23332,71094	4012												1559	1500,8		
26.07.1991	2972,5	380,929993	264,220001	1604,949951	2589,3	1767,699951			23519,07031	4031												1563,099976	1504,9		
29.07.1991	2985,24	383,149994	264,625	1605,75	2595	1757,900024			23443,58008	4016												1567,5	1494,8		
30.07.1991	3016,32	386,690002	269,315002	1616,670044	2595,6	1756,599976			23872,63086	3991												1574,199951	1486,3		
31.07.1991	3024,82	387,809998	272,154999	1619,290039	2588,8	1754,699951			24120,75	4009												1572,400024	1482,9		
01.08.1991	3017,67	387,119995	274,23999	1620,48999	2591,7	1766,800049			24072,73047	4030												1577,699951	1482,6		
02.08.1991	3006,26	387,179993	275,470001	1619,670044	2601,7	1766,5			24027,9707	4059												1582,900024	1477,6		
05.08.1991	2989,04	385,059998	272,160004	1623,069946	2585,4	1762,199951			23833,25	4063												1574,900024	1465		
06.08.1991	3027,28	390,619995	274,73999	1613,97998	2573,3	1759,5			23464,96094	4021												1579,300049	1464		
07.08.1991	3026,61	390,559998	276,540009	1631,869995	2597,4	1782,400024			23691,01953	4061												1591,300049	1465,6		
08.08.1991	3013,86	389,320007	278,76001	1630,369995	2600,6	1789,5			23482,46094	4046												1588,599976	1462,6		
09.08.1991	2996,2	387,119995	278,154999	1633,469971	2570,6	1783,5			23434,61914	4024												1584,099976	1462,6		
12.08.1991	3001,34	388,019989	280,25	1626,550049	2569,4	1780,400024			22985,66992	4070												1565,699951	1440,1		
13.08.1991	3008,72	389,619995	282,470001	1650,430054	2584,9	1808,800049			22872	4052												1553,900024	1424,2		
14.08.1991	3005,37	389,899994	284,725006	1650,060059	2608,8	1820,300049			23393,30078	4079												1552,099976	1434,1		
15.08.1991	2998,43	389,329987	281,809998	1654,109985	2617,2	1820,300049			23018,67969	4073												1557	1417,8		
16.08.1991	2968,02	385,579987	279,51001	1653,599976	2621	1820,300049			22814,36914	4063												1566,900024	1393,7		
19.08.1991	2898,03	376,470001	271,959991	1501,819946	2540,5	1687,5			21456,75977	3722												1502,099976	1309,2		
20.08.1991	2913,69	379,429993	274,200012	1524,280029	2554,5	1725,599976			21687,06055	3848												1524,400024	1346,1		
21.08.1991	3001,79	390,589996	286,065002	1603,650024	2601,9	1792,900024			22051,59961	3863												1535,900024	1345,4		
22.08.1991	3007,38	391,329987	284,554993	1622,48999	2623	1819,099976			22515,76953	4045												1552	1412		
23.08.1991	3040,25	394,170013	286,774994	1636,680054	2640,7	1833,5			22065,33984	4021												1540,800049	1388,9		
26.08.1991	3039,36	393,850006	286,700012	1652,099976	2640,7	1853,400024			21592,26953	4021												1533,099976	1387		
27.08.1991	3026,16	393,059998	286,774994	1645,810059	2619,8	1849,699951			21641,30078	3981												1540,099976	1383,1		
28.08.1991	3055,23	396,640015	289,875	1650,359985	2624,2	1851,800049			21621,63086	3968												1541,199951	1390,2		
29.08.1991	3049,64	396,470001	288,589996	1651,550049	2638,2	1857,699951			22002,16992	3960												1540,5	1407,5		
30.08.1991	3043,6	395,429993	287,404999	1649,880005	2645,7	1864,300049			22335,86914	3998												1540,400024	1432,2		
02.09.1991	3043,6	395,429993	287,404999	1653,52002	2679,6	1863,5			22469,00977	4023												1538,900024	1429		
03.09.1991	3017,67	392,149994	284,329987	1657,51001	2669	1873,199951			22469,80078	4025												1568,400024	1425		
04.09.1991	3008,5	389,970001	281,815002	1649,550049	2664,6	1860,800049			22402,68945	4006												1567,900024	1426,4		
05.09.1991	3008,5	389,140015	280,734985	1649,089966	2663,3	1868,699951			22499,65039	3990												1571,699951	1421,5		
06.09.1991	3011,63	389,100006	279,964996	1646,410034	2667,4	1860,400024			22692,59961	3970												1572,099976	1420,4		
09.09.1991	3007,16	388,570007	281,339996	1638,650024	2653,2	1855,900024			22573,98047	3940												1564,5	1421		
10.09.1991	2982,56	384,559998	276,38501	1625,800049	2630,8	1840,5			22411,58008	3959												1558,099976	1419,5		
11.09.1991	2987,03	385,089996	279,654999	1628,640015	2626,6	1842,599976			22504,78906	3966												1561	1417,9		
12.09.1991	3007,83	387,339996	285,549988	1632,219971	2641,9	1861,199951			22530,19922	3970												1569,099976	1417,9		
13.09.1991	2985,69	383,589996	279,494995	1633,650024	2625,8	1876,199951			23134,42969	3974												1567,800049	1415,7		
16.09.1991	3015,21	385,779999	278,575012	1631,170044	2606	1878,300049			23134,42969	3953												1557,099976	1404,7		
17.09.1991	3013,19	385,5	278,089996	1635,800049	2594,4	1878,400024			23443,60938	3938												1555,800049	1394,9		
18.09.1991	3017,89	386,940002	281,035004	1621,27002	2583,6	1869,400024			23317,7793	3900												1553	1385,3		
19.09.1991	3024,37	387,559998	283,51001	1624,699951	2588,7	1880,400024			23332,31055	3863												1557,699951	1384,8		
